household_id,basket_id,product_id,department,product_category,product_type,quantity,sales_value,week,transaction_timestamp
993,31198515122,9677366,GROCERY,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,5.99,1,2017-01-01 09:16:13
2359,31198855140,873874,GROCERY,SEAFOOD - SHELF STABLE,TUNA,3,1.98,1,2017-01-01 09:20:24
2359,31198855140,874736,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,0.59,1,2017-01-01 09:20:24
2359,31198855140,876750,GROCERY,PICKLE/RELISH/PKLD VEG,RELISHES,1,0.99,1,2017-01-01 09:20:24
2359,31198855140,909256,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,2.99,1,2017-01-01 09:20:24
2359,31198855140,931532,GROCERY,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,2,1.18,1,2017-01-01 09:20:24
2359,31198855140,962118,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,1.18,1,2017-01-01 09:20:24
2359,31198855140,981760,GROCERY,EGGS,EGGS - X-LARGE,3,3.0,1,2017-01-01 09:20:24
2359,31198855140,1019722,GROCERY,PICKLE/RELISH/PKLD VEG,RELISHES,2,2.58,1,2017-01-01 09:20:24
2359,31198855140,1032549,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,1.18,1,2017-01-01 09:20:24
2359,31198855140,1075470,GROCERY,BAG SNACKS,POTATO CHIPS,3,5.0,1,2017-01-01 09:20:24
2359,31198855140,1120741,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,0.59,1,2017-01-01 09:20:24
1510,31225445078,866227,PASTRY,BREAKFAST SWEETS,SW GDS:DONUTS,2,1.0,1,2017-01-01 09:20:46
1510,31225445078,919153,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.25,1,2017-01-01 09:20:46
1510,31225445078,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 09:20:46
909,31198770125,6534178,FUEL,COUPON/MISC ITEMS,GASOLINE-REG UNLEADED,8725,20.06,1,2017-01-01 09:23:15
2051,31198575102,820352,DRUG GM,FEMININE HYGIENE,FEM. HYGN. TAMPONS,2,2.67,1,2017-01-01 09:27:01
2051,31198575102,1023746,DRUG GM,FEMININE HYGIENE,FEM. HYGN.NAPKINS,1,2.88,1,2017-01-01 09:27:01
2051,31198575102,1085604,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,1,1.0,1,2017-01-01 09:27:01
2051,31198575102,1102416,DRUG GM,CIGARETTES,CIGARETTES,1,3.84,1,2017-01-01 09:27:01
1465,31198920207,826144,PASTRY,BREAD,BREAD:ITALIAN/FRENCH,1,1.0,1,2017-01-01 09:46:04
1465,31198920207,834303,PRODUCE,TROPICAL FRUIT,PINEAPPLE WHOLE&PEEL/CORED,1,3.99,1,2017-01-01 09:46:04
1465,31198920207,861792,PRODUCE,HERBS,HERBS PARSLEY,0,0.0,1,2017-01-01 09:46:04
1465,31198920207,899203,GROCERY,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,2,1.58,1,2017-01-01 09:46:04
1465,31198920207,900802,PRODUCE,CARROTS,CARROTS BAGGED,1,1.38,1,2017-01-01 09:46:04
1465,31198920207,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 09:46:04
1465,31198920207,1101502,GROCERY,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,1,2.99,1,2017-01-01 09:46:04
1465,31198920207,1123316,GROCERY,COFFEE,REGULAR BEAN,1,5.99,1,2017-01-01 09:46:04
388,31198490174,839849,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,3,1.77,1,2017-01-01 09:48:44
388,31198490174,854677,GROCERY,BAKING MIXES,SPECIALTY CAKE,1,2.49,1,2017-01-01 09:48:44
388,31198490174,958046,GROCERY,FRUIT - SHELF STABLE,PINEAPPLE,1,1.29,1,2017-01-01 09:48:44
388,31198490174,1029504,GROCERY,BAG SNACKS,PRETZELS,1,1.05,1,2017-01-01 09:48:44
388,31198490174,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 09:48:44
1452,31198720219,866227,PASTRY,BREAKFAST SWEETS,SW GDS:DONUTS,2,1.0,1,2017-01-01 10:00:11
1452,31198720219,1023027,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2,0.66,1,2017-01-01 10:00:11
1452,31198720219,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 10:00:11
1269,31198520221,836836,GROCERY,ICE CREAM/MILK/SHERBTS,QUARTS,1,2.0,1,2017-01-01 10:02:12
1269,31198520221,844179,MEAT,BEEF,PRIMAL,1,3.99,1,2017-01-01 10:02:12
1269,31198520221,866227,PASTRY,BREAKFAST SWEETS,SW GDS:DONUTS,4,2.0,1,2017-01-01 10:02:12
1269,31198520221,873902,GROCERY,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,1.59,1,2017-01-01 10:02:12
1269,31198520221,945244,MEAT-PCKGD,DINNER SAUSAGE,FRESH,1,3.99,1,2017-01-01 10:02:12
1269,31198520221,979707,PRODUCE,ONIONS,ONIONS SWEET (BULK&BAG),1,0.89,1,2017-01-01 10:02:12
1269,31198520221,1011303,GROCERY,FRZN POTATOES,FRZN FRENCH FRIES,1,2.0,1,2017-01-01 10:02:12
1269,31198520221,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 10:02:12
1269,31198520221,1040807,DELI,CHEESES,CHEESE: PROCESSED BULK,1,3.23,1,2017-01-01 10:02:12
1269,31198520221,1081177,PRODUCE,TOMATOES,TOMATOES VINE RIPE BULK,1,2.12,1,2017-01-01 10:02:12
1269,31198520221,1086252,GROCERY,MARGARINES,MARGARINE: TUBS AND BOWLS,1,2.0,1,2017-01-01 10:02:12
1269,31198520221,1116180,GROCERY,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,1.5,1,2017-01-01 10:02:12
1269,31198520221,5591038,GROCERY,PAPER TOWELS,PAPER TOWELS & HOLDERS,2,1.0,1,2017-01-01 10:02:12
1269,31198520221,9677236,GROCERY,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,2.99,1,2017-01-01 10:02:12
952,31198605286,1000050,GROCERY,COLD CEREAL,KIDS CEREAL,1,2.99,1,2017-01-01 10:03:51
239,31198620185,870980,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,0.59,1,2017-01-01 10:05:51
239,31198620185,1015826,MEAT-PCKGD,LUNCHMEAT,HAM,1,0.4,1,2017-01-01 10:05:51
239,31198620185,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 10:05:51
239,31198620185,1056746,GROCERY,MILK BY-PRODUCTS,COTTAGE CHEESE,1,1.59,1,2017-01-01 10:05:51
239,31198620185,1131171,GROCERY,AIR CARE,AIR CARE - CANDLES,2,2.0,1,2017-01-01 10:05:51
58,31198665127,965766,GROCERY,CHEESE,IWS SINGLE CHEESE,1,1.67,1,2017-01-01 10:14:16
58,31198665127,1039156,DRUG GM,NEWSPAPER,NEWSPAPER,1,1.5,1,2017-01-01 10:14:16
58,31198665127,1106523,GROCERY,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,2.49,1,2017-01-01 10:14:16
58,31198665127,12781986,DRUG GM,CANDY - PACKAGED,CANDY BARS (SINGLES)(INCLUDING,1,0.79,1,2017-01-01 10:14:16
1419,31198515258,1076875,GROCERY,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,0.88,1,2017-01-01 10:16:34
2084,31198690191,1037863,PRODUCE,VEGETABLES - ALL OTHERS,CABBAGE,1,1.39,1,2017-01-01 10:18:54
2084,31198690191,1083219,MEAT,PORK,COOKED,1,6.07,1,2017-01-01 10:18:54
2084,31198690191,5569845,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,3.0,1,2017-01-01 10:18:54
2084,31198690191,9523169,GROCERY,BAKED BREAD/BUNS/ROLLS,PREMIUM BREAD,1,2.09,1,2017-01-01 10:18:54
2084,31198690191,9652066,NUTRITION,REFRIGERATED,SOY/RICE MILK,1,2.47,1,2017-01-01 10:18:54
2084,31198690191,12692328,NUTRITION,REFRIGERATED,SOY/RICE MILK,1,2.62,1,2017-01-01 10:18:54
365,31198676325,828121,NUTRITION,FROZEN,FROZEN BREAKFAST,3,10.77,1,2017-01-01 10:25:15
365,31198676325,955275,MEAT-PCKGD,DINNER SAUSAGE,FRESH,3,8.97,1,2017-01-01 10:25:15
365,31198676325,1082185,PRODUCE,TROPICAL FRUIT,BANANAS,1,0.69,1,2017-01-01 10:25:15
365,31198676325,6919433,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,1,1.29,1,2017-01-01 10:25:15
1519,31198795316,838739,GROCERY,CONDIMENTS/SAUCES,BBQ SAUCE,1,1.99,1,2017-01-01 10:32:09
1519,31198795316,850562,GROCERY,HISPANIC,MEXICAN SAUCESSALSAPICANTEE,2,3.55,1,2017-01-01 10:32:09
1519,31198795316,890719,GROCERY,MEAT - SHELF STABLE,CHUNK MEATS - ALL,2,6.0,1,2017-01-01 10:32:09
1519,31198795316,916122,MEAT,CHICKEN,CHICKEN BREAST BONELESS,3,8.12,1,2017-01-01 10:32:09
1519,31198795316,920706,GROCERY,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,2.19,1,2017-01-01 10:32:09
1519,31198795316,972763,DRUG GM,FOOT CARE PRODUCTS,FOOT SPRAYS POWDERS,1,7.49,1,2017-01-01 10:32:09
1519,31198795316,1004906,PRODUCE,POTATOES,POTATOES RUSSET (BULK&BAG),1,2.99,1,2017-01-01 10:32:09
1519,31198795316,1025046,DRUG GM,LAXATIVES,LAXATIVES,1,7.99,1,2017-01-01 10:32:09
1519,31198795316,1125155,DELI,DELI MEATS,MEAT: SAUS DRY PPK/PRSLC,1,6.99,1,2017-01-01 10:32:09
1519,31198795316,5568191,GROCERY,DRY NOODLES/PASTA,NOODLES DRY,2,2.0,1,2017-01-01 10:32:09
1519,31198795316,6979578,GROCERY,COFFEE,NON DAIRY CREAMER: DRY,1,2.59,1,2017-01-01 10:32:09
1519,31198795316,9677671,GROCERY,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,3.99,1,2017-01-01 10:32:09
1519,31198795316,10149601,GROCERY,COFFEE,GROUND FLVR DECAF COFFEE,1,1.49,1,2017-01-01 10:32:09
1532,31198905577,6533889,MISCELLANEOUS,COUPON/MISC ITEMS,GASOLINE-REG UNLEADED,10087,25.01,1,2017-01-01 10:34:46
1204,31198890240,874972,MEAT,BEEF,SELECT BEEF,2,9.63,1,2017-01-01 10:36:24
1204,31198890240,949294,PASTRY,BREAKFAST SWEETS,SW GDS:DONUTS,1,4.29,1,2017-01-01 10:36:24
1204,31198890240,961269,GROCERY,FRZN POTATOES,FRZN FRENCH FRIES,1,1.67,1,2017-01-01 10:36:24
1204,31198890240,992897,PASTRY,SWEET GOODS & SNACKS,SW GDS: PUFF PASTRY,1,2.99,1,2017-01-01 10:36:24
1204,31198890240,6391436,GROCERY,CONDIMENTS/SAUCES,CATSUP,1,0.89,1,2017-01-01 10:36:24
1130,31198520330,856060,GROCERY,CANNED JUICES,FRUIT DRINKS: CANNED & GLASS (,1,2.07,1,2017-01-01 10:38:18
1130,31198520330,883963,MEAT-PCKGD,HOT DOGS,ECONOMY - MEAT,4,5.0,1,2017-01-01 10:38:18
1130,31198520330,952695,MEAT,BEEF,CHOICE BEEF,1,3.77,1,2017-01-01 10:38:18
1130,31198520330,976200,MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,SAUSAGE,1,1.99,1,2017-01-01 10:38:18
1130,31198520330,1041457,MEAT,SMOKED MEATS,SMOKED OFFAL,1,1.17,1,2017-01-01 10:38:18
1130,31198520330,1095700,MEAT-PCKGD,DINNER SAUSAGE,SMOKED/COOKED,2,2.5,1,2017-01-01 10:38:18
1130,31198520330,8090509,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,3.0,1,2017-01-01 10:38:18
1130,31198520330,8090519,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,3.0,1,2017-01-01 10:38:18
1130,31198520330,8090550,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,3.0,1,2017-01-01 10:38:18
1130,31198520330,9296927,GROCERY,HOUSEHOLD CLEANG NEEDS,KITCHEN & MULTI-PURPOSE CLEANE,1,2.0,1,2017-01-01 10:38:18
1873,31198640435,13133638,DRUG GM,APPAREL,FM-MLB,1,16.99,1,2017-01-01 10:42:21
712,31198695241,872137,GROCERY,BUTTER,BUTTER,1,3.99,1,2017-01-01 10:42:24
712,31198695241,977615,GROCERY,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,1,5.69,1,2017-01-01 10:42:24
712,31198695241,1122115,GROCERY,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,1,1.89,1,2017-01-01 10:42:24
712,31198695241,7168026,GROCERY,ICE CREAM/MILK/SHERBTS,PREMIUM,1,4.99,1,2017-01-01 10:42:24
712,31198695241,12693501,PRODUCE,PROCESSED,DRESSINGS,1,2.0,1,2017-01-01 10:42:24
1769,31198705337,823704,MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,3.79,1,2017-01-01 10:43:22
1769,31198705337,844179,MEAT,BEEF,PRIMAL,1,3.48,1,2017-01-01 10:43:22
1769,31198705337,900667,GROCERY,DRY NOODLES/PASTA,MACARONI DRY,1,0.89,1,2017-01-01 10:43:22
1769,31198705337,912004,GROCERY,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,2,3.98,1,2017-01-01 10:43:22
1769,31198705337,962568,PRODUCE,VEGETABLES - ALL OTHERS,CELERY,1,1.49,1,2017-01-01 10:43:22
1769,31198705337,995242,GROCERY,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,1.99,1,2017-01-01 10:43:22
1769,31198705337,1022254,PRODUCE,POTATOES,POTATOES SWEET&YAMS,1,3.73,1,2017-01-01 10:43:22
1769,31198705337,5563934,MEAT-PCKGD,DINNER SAUSAGE,SMOKED/COOKED - BEEF,1,2.99,1,2017-01-01 10:43:22
1769,31198705337,9420140,GROCERY,CHEESE,SHREDDED CHEESE,2,4.0,1,2017-01-01 10:43:22
1769,31198705337,12487331,SEAFOOD,SEAFOOD - FROZEN,SEAFOOD-FRE-LIVE SHLFSH-OTHER,1,4.99,1,2017-01-01 10:43:22
1769,31198705337,12695977,GROCERY,BAG SNACKS,TORTILLA/NACHO CHIPS,1,2.0,1,2017-01-01 10:43:22
1510,31225445218,883908,DRUG GM,COLD AND FLU,COLD AND FLU - PSE,1,3.79,1,2017-01-01 10:44:10
2329,31198490306,849021,DRUG GM,FIRST AID PRODUCTS,HYDROCORTIZONE,1,3.99,1,2017-01-01 10:46:03
2329,31198490306,972665,MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,3.59,1,2017-01-01 10:46:03
2329,31198490306,981760,GROCERY,EGGS,EGGS - X-LARGE,1,1.0,1,2017-01-01 10:46:03
2329,31198490306,1118878,GROCERY,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,2,4.0,1,2017-01-01 10:46:03
1914,31198695253,833723,GROCERY,BAG SNACKS,SGL SV/VEND MACH SNACKS CHIP/P,1,0.3,1,2017-01-01 10:47:31
1914,31198695253,850795,GROCERY,YOGURT,YOGURT NOT MULTI-PACKS,1,0.6,1,2017-01-01 10:47:31
1914,31198695253,851398,DRUG GM,CANDY - PACKAGED,CANDY REFRIGERATED,1,6.19,1,2017-01-01 10:47:31
1914,31198695253,862349,GROCERY,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,1.99,1,2017-01-01 10:47:31
1914,31198695253,863354,DRUG GM,EYE AND EAR CARE PRODUCTS,GENERAL EYE CARE,1,5.99,1,2017-01-01 10:47:31
1914,31198695253,873572,GROCERY,COOKIES/CONES,PREMIUM COOKIES (EX: PEPPERIDG,1,4.99,1,2017-01-01 10:47:31
1914,31198695253,878880,GROCERY,YOGURT,YOGURT NOT MULTI-PACKS,1,0.6,1,2017-01-01 10:47:31
1914,31198695253,913202,GROCERY,BAG SNACKS,SGL SV/VEND MACH SNACKS CHIP/P,1,0.3,1,2017-01-01 10:47:31
1914,31198695253,990680,DRUG GM,HAIR CARE PRODUCTS,SHAMPOO,1,2.5,1,2017-01-01 10:47:31
1914,31198695253,999104,GROCERY,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,3.39,1,2017-01-01 10:47:31
1914,31198695253,1027642,GROCERY,CANNED JUICES,PINEAPPLE JUICE (OVER 50% JUIC,1,2.59,1,2017-01-01 10:47:31
1914,31198695253,1107159,DRUG GM,ANTACIDS,ANTI-ACIDS,1,4.49,1,2017-01-01 10:47:31
1914,31198695253,9526886,GROCERY,BAG SNACKS,SGL SV/VEND MACH SNACKS CHIP/P,1,0.3,1,2017-01-01 10:47:31
1914,31198695253,9802981,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,3.49,1,2017-01-01 10:47:31
1899,31198500220,821083,GROCERY,EGGS,EGGS - JUMBO,1,1.59,1,2017-01-01 10:48:12
1899,31198500220,825753,GROCERY,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,1.0,1,2017-01-01 10:48:12
1899,31198500220,827180,GROCERY,DINNER MXS:DRY,STUFFING MIXES,1,1.5,1,2017-01-01 10:48:12
1899,31198500220,827194,GROCERY,PWDR/CRYSTL DRNK MX,SOFT DRINK CANISTERS,1,2.99,1,2017-01-01 10:48:12
1899,31198500220,833598,DELI,CHEESES,CHEESE: PROCESSED BULK,1,5.81,1,2017-01-01 10:48:12
1899,31198500220,835300,MEAT,CHICKEN,CHICKEN THIGHS,1,3.77,1,2017-01-01 10:48:12
1899,31198500220,839419,MEAT-PCKGD,MEAT - MISC,BREAST - BONELESS(IQF),1,8.99,1,2017-01-01 10:48:12
1899,31198500220,842125,GROCERY,SHORTENING/OIL,COOKING SPRAYS,1,2.5,1,2017-01-01 10:48:12
1899,31198500220,844818,GROCERY,BAG SNACKS,CORN CHIPS,1,1.88,1,2017-01-01 10:48:12
1899,31198500220,845078,GROCERY,BAG SNACKS,BAGGED CHEESE SNACKS,1,1.88,1,2017-01-01 10:48:12
1899,31198500220,846986,PRODUCE,CITRUS,ORANGES NAVELS ALL,1,2.99,1,2017-01-01 10:48:12
1899,31198500220,849870,GROCERY,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1,2.29,1,2017-01-01 10:48:12
1899,31198500220,851188,GROCERY,FRZN MEAT/MEAT DINNERS,SNACKS/APPETIZERS,1,3.99,1,2017-01-01 10:48:12
1899,31198500220,858918,GROCERY,DINNER MXS:DRY,STUFFING MIXES,1,1.5,1,2017-01-01 10:48:12
1899,31198500220,863447,MEAT,BEEF,CHOICE BEEF,1,5.88,1,2017-01-01 10:48:12
1899,31198500220,866158,GROCERY,BAG SNACKS,POTATO CHIPS,1,2.0,1,2017-01-01 10:48:12
1899,31198500220,870547,GROCERY,MARGARINES,MARGARINE: TUBS AND BOWLS,1,2.17,1,2017-01-01 10:48:12
1899,31198500220,871680,GROCERY,YOGURT,YOGURT MULTI-PACKS,1,2.5,1,2017-01-01 10:48:12
1899,31198500220,874972,MEAT,BEEF,SELECT BEEF,2,13.58,1,2017-01-01 10:48:12
1899,31198500220,875415,GROCERY,SUGARS/SWEETNERS,SWEETENERS,1,3.74,1,2017-01-01 10:48:12
1899,31198500220,879504,GROCERY,BAG SNACKS,POTATO CHIPS,1,2.0,1,2017-01-01 10:48:12
1899,31198500220,882288,GROCERY,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,2.0,1,2017-01-01 10:48:12
1899,31198500220,883932,GROCERY,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,2.49,1,2017-01-01 10:48:12
1899,31198500220,885795,GROCERY,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,1.29,1,2017-01-01 10:48:12
1899,31198500220,893729,GROCERY,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,1,2.0,1,2017-01-01 10:48:12
1899,31198500220,897752,GROCERY,BAG SNACKS,PRETZELS,1,2.29,1,2017-01-01 10:48:12
1899,31198500220,899624,PRODUCE,POTATOES,POTATOES RUSSET (BULK&BAG),1,3.99,1,2017-01-01 10:48:12
1899,31198500220,909638,GROCERY,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,1.0,1,2017-01-01 10:48:12
1899,31198500220,910745,GROCERY,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,2,0.72,1,2017-01-01 10:48:12
1899,31198500220,915787,GROCERY,DOG FOODS,DRY DOG FOOD SUPER PREM (ONE/N,1,13.99,1,2017-01-01 10:48:12
1899,31198500220,919534,GROCERY,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,1,2.29,1,2017-01-01 10:48:12
1899,31198500220,919700,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,1,3.99,1,2017-01-01 10:48:12
1899,31198500220,920626,MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,2.0,1,2017-01-01 10:48:12
1899,31198500220,930838,MEAT-PCKGD,LUNCHMEAT,BOLOGNA,1,1.99,1,2017-01-01 10:48:12
1899,31198500220,933067,MEAT-PCKGD,BACON,FLAVORED/OTHER,2,5.0,1,2017-01-01 10:48:12
1899,31198500220,939751,GROCERY,HISPANIC,MEXICAN DINNERS AND FOODS,1,2.5,1,2017-01-01 10:48:12
1899,31198500220,942762,GROCERY,PICKLE/RELISH/PKLD VEG,PICKLES,1,2.0,1,2017-01-01 10:48:12
1899,31198500220,951590,GROCERY,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,1.79,1,2017-01-01 10:48:12
1899,31198500220,952317,GROCERY,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,1.09,1,2017-01-01 10:48:12
1899,31198500220,957063,GROCERY,MEAT - SHELF STABLE,CHILI: CANNED,2,5.0,1,2017-01-01 10:48:12
1899,31198500220,957243,GROCERY,FRZN VEGETABLE/VEG DSH,FRZN CORN ON THE COB,1,5.99,1,2017-01-01 10:48:12
1899,31198500220,961554,PRODUCE,CARROTS,CARROTS MINI PEELED,1,1.25,1,2017-01-01 10:48:12
